,title,artist,album,album_image,BPM,Camelot,lyrics
218,GLOOMTOWN BRATS,I DONT KNOW HOW BUT THEY FOUND ME,GLOOM DIVISION,https://i.scdn.co/image/ab67616d00004851abd49f8a816da9025c0a56d6,116,9A,"hey , what you on about lipstick , quick wit , with a dirty mouth do n't let your mother down you 're deadlocked at night spots in gloomtown and now you 're in the right place at the wrong time and you can sell your soul if you 're so inclined you just perpetuate expensive things and an upscale life with the rich girls in gloomtown rich girls in gloomtown it 's your last chance to get down you 're so polite , girl welleducated with a wicked mind , oh negative white girl with the predilections for a proper good time and with the right last name , you can cut in line or you can sell your soul if you 're so inclined you just perpetuate expensive things and an upscale life with the rich girls in gloomtown hey , rich girls in gloomtown do n't we love all the rich girls in gloomtown and you 've been so polite thank god for charm school but if i read this right , uh then all this attention 's intentionally cruel night heat , back again turn them on , play pretend blueblooded fantasy apocalypse , vanity sex is a weapon girl , you 're cruel intentions life is a bitch when you 're rich girls in gloomtown rich girls in gloomtown oh , rich boys in nightgowns oh , hey , rich girls in gloomtown oh , rich girls in gloomtown"
219,INFATUATION,I DONT KNOW HOW BUT THEY FOUND ME,GLOOM DIVISION,https://i.scdn.co/image/ab67616d00004851abd49f8a816da9025c0a56d6,164,11A,"ooh , and i need you now but it 's infatuation ooh , and i need you now but it 's infatuation love is the drug all my diction disappears for her oh , and i need you now but it 's infatuation and i 've been listening too long to lucifer oh , and i need you now but it 's infatuation something is wrong this obscene occupation what a drag to drag you down into infatuation you 're my latest sick obsession and i need you now and i need you now you 're my latest sick obsession and i need you now but it 's infatuation you 're my latest sick obsession and i need you now and i need you now you 're my latest sick obsession and i need you now oh , but it 's infatuation pale is the moon pay attention if you 're counting stars oh , and i need you now but it 's infatuation 'cause mephistopheles would love to leave you scars oh , and i need you now but it 's infatuation and something is wrong with this blank invitation to retrieve your outworn evening gowns shooting my brain little shots of salvation what a drag to drag you down into infatuation you 're my latest sick obsession and i need you now and i need you now you 're my latest sick obsession and i need you now oh , but it 's infatuation you 're my latest sick obsession and i need you now and i need you now you 're my latest sick obsession and i need you now oh , but it 's infatuation you 're my latest sick obsession and i need you now oh , and i need you now you 're my latest sick obsession and i need you now oh , but it 's infatuation you 're my latest sick obsession i could watch you eat your breakfast you 're my latest sick obsession and i need you now but it 's infatuation and i need you now you 're my latest sick obsession and i need you now i could watch you eat your breakfast and i need you now you 're my latest sick obsession and i need you now do n't you know but it 's infatuation and i need you now you 're my latest sick obsession and i need you now i could watch you eat your breakfast infatuation"
220,WHAT LOVE?,I DONT KNOW HOW BUT THEY FOUND ME,GLOOM DIVISION,https://i.scdn.co/image/ab67616d00004851abd49f8a816da9025c0a56d6,102,3B,"now we come to a very important section the simple mechanics of reproduction or whatever you want to call it what love what love what love what love could get this vicious that 's right but never mind this blood sometimes holiness brings you what love what love what love what love could get this vicious that 's right but never mind this blood sometimes holiness brings you get down , ooh i think you 've got a hold of me but do n't let go and i 'll never set you free you only come around when i got somebody new you only sacrifice the things i never ask you to lord help me i think i 'm gon na cry i guess i met you at the wrong time what love what love what love what love could get this vicious that 's right but never mind this blood sometimes holiness brings you what love what love what love what love could get this vicious that 's right but never mind this blood sometimes holiness brings you this feeling it 's coming like a tidal wave forget those things you heard forget the things i say leave me in misery a formal casualty over an overture of sexual perversity lord help me i think i 'm gon na cry i guess i met you at the wrong time what love what love what love what love could get this vicious that 's right but never mind this blood sometimes holiness brings you i ca n't fight this feeling what love what love what love what love could get this vicious that 's right but never mind this blood sometimes holiness brings you this night is this the one where you climb up on me and we have some fun or is this the night where we go too far where we get untethered and we learn our lesson i promised you things that i did n't mean pushed you to the edge of insanity i shook all the wrong hands at all the right times who did you expect me to be what love what love what love what love could get this vicious i 've got to get to you that 's right but never mind i 've got to get to you this blood sometimes holiness brings you what love what love i ca n't get what love what love could get this vicious i 've got to get to you that 's right but never mind this blood sometimes holiness brings you i ca n't fight this feeling i ca n't fight this feeling"
221,SPKOTHDVL,I DONT KNOW HOW BUT THEY FOUND ME,GLOOM DIVISION,https://i.scdn.co/image/ab67616d00004851abd49f8a816da9025c0a56d6,143,9A,"two , three , four your front page boy is finally here and it looks so good but he 's insincere ha , ha , ha if you speak of the devil then he will appear oh , your front page boy , well , he is finally here well , so well stop the press ah are you waiting for the world to end turn the record off because it do n't sound like them and now you 're crawling on your knees again , ah turn it off because it does n't really sound like them does it ah ah hey , are you waiting for the world to end well , turn the record off because it does n't really sound like them , no are you hoping that it 's just pretend turn it off because it does n't sound like them bones will break and blood will spill la , la , la when death is crawling up the hill and with every drink that you distill and it leaves you crawling up the hill now , come on crawl for me oh oh , oh , oh , oh , oh oh"
222,SIXFT,I DONT KNOW HOW BUT THEY FOUND ME,GLOOM DIVISION,https://i.scdn.co/image/ab67616d00004851abd49f8a816da9025c0a56d6,153,9B,i kept hope alive so that i could be with you tried to bewitch your mind but i let love die how i failed but oh how i tried darling do n't do n't push me around i do n't wan na see you buried six feet underground fuck around and find out no i do n't want to see you darling six feet underground six feet underground again overemphasize all these grandstanding gaslights black eyes and fist fights i romanticize '' all this pretense was meant to misrepresent you so do n't do n't push me around i do n't wan na see you buried six feet underground fuck around and find out no i do n't wan na see you darling six feet under what 's your excuse for coming over six eyed with a champagne shoulder unexpectedly do n't do n't push me around i do n't wan na see you buried six feet underground fuck around and find out no i do n't want to see you darling six feet underground six feet underground six feet underground six feet underground
223,FIND ME,I DONT KNOW HOW BUT THEY FOUND ME,GLOOM DIVISION,https://i.scdn.co/image/ab67616d00004851abd49f8a816da9025c0a56d6,158,10A,"lonely , looking for someone to find me lonely , looking for someone to find me what have we here who made this mess you try to clean it in your thousand dollar dress but the stains are black just like your soul you try to cut them out but you get left there all alone and now i i 've been so lonely and i 've been out looking for for someone to come and to come and find me , oh oh , i 've been lonely and i 've , oh , i 've been looking for for someone to come and now come and find me seduce a friend nose in the air coordinated , matching luggage polyester leisure wear , oh now drag the floor sink into the void make sure the tape is rolling and the camera feed is live and now i i 've been so lonely and i 've been out looking for for someone to come and to come and find me , oh oh , i 've been lonely and i 've , oh , i 've been looking for for someone to come and now come and find me lonely looking for someone to find me lonely looking for someone to find me oh lonely looking for someone to find me lonely looking for someone to find me"
224,KISS & TELL,I DONT KNOW HOW BUT THEY FOUND ME,GLOOM DIVISION,https://i.scdn.co/image/ab67616d00004851abd49f8a816da9025c0a56d6,103,8A,"keep your magic save your savage little games i 'll admit we 're both to blame , but i 've been a fool for your love too long how could it be so sweet , but you 're bad for me leave me with a heartbreak and a tragedy i ca n't give you what you want no more , oh so if you kiss and tell c'est la vie , farewell i 'll be sure this tragedy ends oh , c'est la vie , farewell if you kiss , if you tell we can never speak never see each other again so go fight off all your demons maybe you 'll find someone to keep find someone to keep until then you can dream of me in your sleep so if you kiss and tell c'est la vie , faretheewell i 'll be sure this tragedy ends oh , c'est la vie , farewell if you kiss , if you tell we can never speak never see each other again oh , nobody needs to know what we do where we go oh , who will so just mind your own business and if you kiss and tell c'est la vie , say farewell i will be your imaginary friend oh , c'est la vie , farewell if you kiss , if you tell we can never speak never see each other again"
225,A LETTER,I DONT KNOW HOW BUT THEY FOUND ME,GLOOM DIVISION,https://i.scdn.co/image/ab67616d00004851abd49f8a816da9025c0a56d6,136,8B,"i really do n't know why i 'm writing this letter i just think , it must be easier than talking about it you know , whenever i think to myself '' what if this does n't work out '' the first person i ever think of is you i hope you never think i only had you around to pass the time please do n't ever think that way it 's , it 's hard to stay focused when i 'm with you all the time and when i 'm not with you , i 'm thinking about you i ca n't get close to people very easily but i felt close to you instantly and in spite of everything i 've done i wish you all the happiness in the world i really do n't know why i 'm writing this letter i just think , it must be easier than talking about it"
226,SATANIC PANIC,I DONT KNOW HOW BUT THEY FOUND ME,GLOOM DIVISION,https://i.scdn.co/image/ab67616d00004851abd49f8a816da9025c0a56d6,125,6A,"had to get on top of the world took out the gloves , hit the sister of pearl pass around the fake cigarettes the invocation is as good as it gets yeah , he says '' please , oh , please '' '' believe in what i say '' silver screens project your damnation , that 's entertainment easy come , easy go we wan na save your soul satanic panic takes it all easy come , easy go dying to save your soul satanic panic takes hold preachers coming togged to the bricks he got a pocketbook of social tricks captures it on videotape looks like the devil in a twodollar cape yeah , he says '' please , oh , please '' '' believe in what i say '' silver screens project your damnation , that 's entertainment i wonder what this song is about easy come , easy go we wan na save your soul satanic panic takes it all easy come , easy go dying to save your soul satanic panic takes hold easy come , easy go we wan na save your soul satanic panic takes control easy come , easy go we wan na save your soul satanic panic takes it all easy come , easy go dying to save your soul satanic panic takes hold easy come , easy go damn your eternal soul satanic panic satanic panic takes all satanic panic"
227,SUNNYSIDE [Feat. Will Joseph Cook],"I DONT KNOW HOW BUT THEY FOUND ME,",GLOOM DIVISION,https://i.scdn.co/image/ab67616d00004851abd49f8a816da9025c0a56d6,160,5B,"stop where you are , let me explain drown your doubts away in cheap champagne palms bleed , gold leaves you might not get another chance so take her mother dancing and do n't overthink the irony , oh , please here i go running my mouth again left foot in the dark 'cause i 'm sunnyside up take a skip and a jump , now you 're sunnyside upupupup here i go running my mouth again left foot in the dark , now you 're sunnyside upupupup no , we do n't give a upupupup listen , do n't hesitate to take the blame , nah surely something will go wrong again stop these heartstrings a sucker for the circumstance with posttraumatic accents and transatlantic expertise here i go running my mouth again left foot in the dark 'cause i 'm sunnyside up take a skip and a jump , now you 're sunnyside upupupup okay , okay , okay here i go running my mouth again left foot in the dark , now you 're sunnyside upupupup no , we do n't give a upupupup ooh , there 's more to life than meets the eye intrusive thoughts will make you cry you 've got to play through the pain and just ignore what 's creeping in some day we 're all going to die here i go running my mouth again left foot in the dark 'cause i 'm sunnyside upupupup when we 're together , upupupup oh , sunnyside upupupup sunnyside upupupup we 'll get it upupupup sunnyside up oh , sunnyside upupupup sunnyside upupupup we 'll get it upupupup sunnyside up oh"
228,iDIOTS OF Oz,I DONT KNOW HOW BUT THEY FOUND ME,GLOOM DIVISION,https://i.scdn.co/image/ab67616d00004851abd49f8a816da9025c0a56d6,100,7B,"ooh , it does n't matter what you think of us ooh , we are n't beholden to the idiots of oz postboredom could n't get me higher than i am look here comes the mistress of the destructive oneliner could n't give a damn about the idiots of oz what do they think ooh , it does n't matter what you think of us oh , but you still think of us ooh , we are n't beholden to the idiots of oz ow oh , make your name steal a thought do n't thank anybody else sticks and stones in the trunk keep your feelings to yourself or ego trip through the streets only break for the applause and for the idiots of oz stand up , sellout it does n't matter what you think about stand up , sellout it does n't matter what you think ooh , idiots of oz stand up , sellout it does n't matter what you think about stand up , sellout it does n't matter what you think about stand up , sellout ooh it does n't matter what you think of us it does n't matter what you think of us stand up does n't matter what you think of us ooh sellout it does n't matter what you think of us it does n't matter what you think of us it does n't matter what you think of us stand up it does n't matter what you think of us sellout ooh it does n't matter what you think of us it does n't matter what you think of us stand up does n't matter what you think of us ooh , it does n't matter what you think of us"
229,The Gutter,ALEXSUCKS,The Gutter,https://i.scdn.co/image/ab67616d00004851460f752286378516daec515e,172,10A,"well out here its getting lonely when it used to be fun not what i thought it was looked in the mirror i did n't know it was taking its toll back at the bar again its getting weird and i ca n't seem to go why am i here stuck on this marry go round again i seen it all said everything i wanted was n't real when i got it who would i thought id waste it on nothing stuck in the gutter waiting for the water yeah , ooh i said alright alright alright , say why do i keep testing my luck its like i wan na mess it up pray that this will be the end of that day i think that i 've had enough its getting weird , and i ca n't seem to go why am i here stuck on this marry go round again i seen it all said everything i wanted wasnt real when i got it who would i thought i 'd waste it on nothing stuck in the gutter waiting for the water yeah , ooh i said stuck in the gutter yeah , yeah alright alright alright , say stuck in the gutter , yeah . ay stuck in the gutter , yeah . ay stuck in the gutter , yeah alright alright alright stuck in the gutter waiting for the water stuck in the gutter waiting for the water stuck in the gutter waiting for the water yeah , ooh i said yeah , stuck in the gutter , yeah . ay alright alright alright"
230,Better Things,ALEXSUCKS,The Gutter,https://i.scdn.co/image/ab67616d00004851460f752286378516daec515e,168,8B,"oh oh , my love i know that ill find someone , somehow but all i needed was you but you 're gone off to some better things , some better things to do oh what a waste of time waiting for your love baby think ive had enough cause everything we used to do and everything i loved crazy to think we 're through no more pain , but that 's not true i know that ill find someone , somehow but all i needed was you but youre gone off to some better things , some better things to do whoa oh , my love easy to believe the things you 're told but the rumors are getting old its amazing that you 've moved on i said it all but you dont hear how can i make this clear we 're better going separate ways its hard for me to say i know that i 'll find someone , somehow but all i needed was you but you 're gone off to some better things , some better things to do oh oh some better things , some better things to do how can i make this clear were better going separate ways its hard for me to say but i know i 'll find someone , somehow but all i needed was you but youre gone off to some better things , some better things to do"
231,Can We Forget,ALEXSUCKS,The Gutter,https://i.scdn.co/image/ab67616d00004851460f752286378516daec515e,154,10B,"did you forget oh oh im wasting my time again say we could fall in love run away and start it new i wish i knew what 's best why are we so dumb now i hate you , oh and you hate me oh ooh can we just forget oh ooh i need you again oh ooh can we just forget oh ooh i need you again do do do . do do do cause i seen you out with someone i used to know wasted drunk leaving now im going home now my brain is playing with me i need to go cause it 's hard to leave you when i see you again no no babe and my bed wastes away with your spot right there why are we so dumb now i hate you , oh and you hate me oh ooh can we just forget oh ooh i need you again oh ooh can we just forget oh ooh i need you again"
232,6 Pack and Cigarettes,ALEXSUCKS,The Gutter,https://i.scdn.co/image/ab67616d00004851460f752286378516daec515e,167,11B,"haha , what up naw i didnt read the text you sent me no i 'm not even drunk right now two , three , two to three beers i dont know i do n't , i do n't really give a fuck ive got some cocaine and a bottle of gin im really messed up and the club wo n't let me in now im walking around i 'm tagging the streets oh shit i got to run here comes the police dip around the corner now im outta breath i need a 6 pack and some cigarettes i need a 6 pack and some cigarettes i need a 6 pack and some cigarettes cause all my teachers told me i would n't amount to shit in my life and all girls tell me that im just a waist of their time i 'm doing shit that i know that i 'm not supposed to do well i just want to skateboard , get drunk , and kick it with you hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey now im sobering up i need a fix of something but i check my bank account and i aint got nothing now i 'm cutting my face with a broken bottle i need to feel something . i know i got problems in a bloody tshirt and a carhartt vest i need a 6 pack and some cigarettes i need a 6 pack and some cigarettes i need a 6 pack and some cigarettes cause ive digging through my ashtray looking for something to light banging my head against the wall i really think i 'm losing my mind and now my girlfriend dumped me but shit thats alright i really hated that chick she just argued with me all night hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey i need a 6 pack and some cigarettes i need a 6 pack and some cigarettes i need a 6 pack and some cigarettes i need a 6 pack and some cigarettes"
233,Go,ALEXSUCKS,The Gutter,https://i.scdn.co/image/ab67616d00004851460f752286378516daec515e,135,10B,"ha ha turn it up a lil louder ah ha ha ha whoa oh oh oh hey baby this is some shit lil high right now , fuck yesterday , i woke up with someone i dont know well ca n't complain , she was pretty hot and dont know my bros she had cocaine , you know how the models girls do situations all like whoa baby you know me cause i do n't baby i know things that you do n't situations all the time and im way too drunk im way too drunk go baby i need to go 1,2,3 say oh baby i need go drunk mumble say some shit , i wan na talk to you babe thinking bout you all the time everyday now i 'm drunk its 4 am i 'm doing yey i dont know something , i said whoa baby you can run away from me but do n't everyday im just wondering what you do and i 'm way too drunk i 'm way too drunk go baby i need to go whoa oh oh oh whoa baby i need some space 1,2,3 , ya whoa aye whoa oh oh oh whoa baby i need to go"
234,Not Enough,ALEXSUCKS,The Gutter,https://i.scdn.co/image/ab67616d00004851460f752286378516daec515e,156,11B,"dont think you know what i 'm feeling i just got over it all i spent some time all alone and then baby you called and now im laying filled with regret picturing the other guys that 've been in your bed need to figure out why i 'm here . im a mess oh oh oh i said dont you think she goes on and on about dumb things hard to listen i do n't care much about it all strange things ive been feeling i do n't think much but thinking im not enough for you i do n't know what to do , i said dont wait . i know i 'm keeping you from other things that you need i do n't know what to do im not enough for you , i said oh oh oh oh oh oh oh youre better off alone how could you stop me from thinking that were all done i 'm just a memory were all gone you 're on to better things now i got no one sorry that i made you upset hard to remember all the things i said my heart is hurt its what i 'm trying to protect oh oh oh , i said i just sink further and further im in too deep i ca n't bother you no you 're better off alone strange things ive been feeling i dont think much but thinking i 'm not enough for you i dont know what to do , i said do n't wait . i know im keeping you from other things thank you need i dont know what to do i 'm not enough for you , i said oh oh oh oh oh oh oh and dont you think she goes on and on about dumb things hard to listen i do n't know what to do i 'm not enough for you , i said"
235,Situations,ALEXSUCKS,The Gutter,https://i.scdn.co/image/ab67616d00004851460f752286378516daec515e,130,12B,"woah hey situation gone out control on the floor i dont need more superman i thought i was i do n't know . i dont know . i do n't know situations been unknown where you been where you going wasted shit , bent my flow wasting time , wasting dough i do n't think that that you know all week i been gone getting bored . i seen it all i been using drugs just to feel okay im only human can you blame me we all make mistakes im living way too fast i 'm gon na need a break woah oh oh i been using drugs just to stay awake my moms been mad at me she says that i 'm losing weight im living way too fast time to pump up the breaks woah oh oh oh oh way too fast oh way too fast oh way too fast situations i been in it i been bouncing off the walls say shit if you with it cause i 'm thinking that you not situations been unknown where you been where you going wasted shit , bent my flow wasting time , wasting dough i dont think that that you know all week i been gone getting bored . i seen it all i been using drugs just to feel okay i 'm only human can you blame me we all make mistakes i 'm living way too fast im gon na need a break woah oh oh i been using drugs just to stay awake my moms been mad at me she says that i 'm losing weight im living way too fast time to pump up the breaks woah oh oh oh oh way too fast oh way too fast oh way too fast"
236,Tomorrow,ALEXSUCKS,The Gutter,https://i.scdn.co/image/ab67616d00004851460f752286378516daec515e,92,12B,i smoke my cigs in the corner watch you all dance in the moment questioning why i went sober its cause my life felt over wish i could go back to recess now i just sit here and pretend drunk hookups there 's no more romance no one is real i got no friends cause i hate me and i know you see that theres nowhere to be on this whole map i did n't think that things would get this bad just relax hate everyone but i do n't want to be alone i dont know how wish i could talk to someone about everything but theres no one around wish i was happy for tomorrow but things get worse the more you know think back to the days when i was young when everything was so awesome cause i hate me and i know you see that there 's nowhere to be on this whole map i didnt think that things would get this bad just relax cause i hate me and i know you see that there 's nowhere to be on this whole map i didnt think that things would get this bad just relax just relax just relax
237,See You In Hell,ALEXSUCKS,The Gutter,https://i.scdn.co/image/ab67616d00004851460f752286378516daec515e,165,9B,"ooh , ooh , ooh ooh , ooh , ooh , ooh ooh , ooh , ooh , ooh cigarette stains in my bed at least i 'm waking up to see they 're there and i do n't think that you should care and i 'm way too drunk , i 'm way too drunk again been a mess , but life ai n't fair but i got everything remind me again why i 'm in pain , i do n't understand it do n't make no sense , it do n't make sense at all prechorus i try my best but still regret the things i do and what i say i 'd take it all back if i could make no sense , it do n't make sense at all i 'm lying to myself i know i need help from everything that i do i ca n't hurt no one else i ruin everything but there 's something in my brain that keeps me from fixing things i guess i 'll see you in hell ooh , ooh , ooh ooh , ooh , ooh ooh , ooh , ooh , ooh i guess i 'll see you in hell ooh , ooh , ooh ooh , ooh , ooh ooh , ooh , ooh , ooh i guess i 'll see you in hell depressing things all in my head and i walk in a line , i 'm on the edge and i do n't really care if i wind up dead i 'm so sick , yeah i 'm so sick of it all never thought i 'd be this way and i ca n't really find the things to say no i wo n't try hard , it 's all a game and it all just feels , it all just feels the same prechorus i try my best but still regret the things i do and what i say i 'd take it all back if i could make no sense , it do n't make sense all i 'm lying to myself i know i need help from everything that i do i ca n't hurt no one else i ruin everything but there 's something in my brain that keeps me from fixing things i guess i 'll see you in hell ooh , ooh , ooh ooh , ooh , ooh ooh , ooh , ooh , ooh i guess i 'll see you in hell ooh , ooh , ooh ooh , ooh , ooh oh , oh , oh , oh i guess i 'll see you in hell"
238,Television of Memories,ALEXSUCKS,Warm Beers,https://i.scdn.co/image/ab67616d0000485117d6a20b88c32b18b8dada85,90,5B,dont be scared of the dark cause all that i want is just to see what it 's like in the dark time to tie the rope up there ill go set me free this is always how this is always been mean to be in the television of memories you play to my heart in the dark in the dark do n't you cry at all this is what i want it 's the only way ill see cuz im drowning slow and i need to go please just put me out of my misery this the end of the road this the end of the road set me free in the ashes of where i 'll be dont be scared of the dark in the dark in the dark in the dark in the ashes of where i 'll be dont be scared of the dark
239,Hate Me If You Want,ALEXSUCKS,Warm Beers,https://i.scdn.co/image/ab67616d0000485117d6a20b88c32b18b8dada85,140,3B,"tell you what i think i lost my mind i think i 'm out of control i 'm a mess do n't roll your eyes , just tell me again your words do n't seem to get through i said alright , i 'll try my best to listen but i ca n't tell you why you should have known you 'll always be wrong when you argue with me do n't seem to care , hate me if you want 'cause it 's alright , do n't really care i do n't need to know , tell me what you want yeah , 'cause i know it 's all lies you been a mess , why ca n't you admit hate me if you want yeah , just tell me one more time that i 'm out of control and you hate the things i do 'cause i 'm out of control and you hate the things i do oohoohooh yeah oohoohooh you hate the things i do i waste my time and try to pretend that i know what i should do you 're getting tired , i hate me too but i ca n't reason with you anymore i 'm out of control and you ca n't see past it do n't seem to care , hate me if you want 'cause it 's alright , do n't really care i do n't need to know , tell me what you want yeah , 'cause i know it 's all lies you been a mess , why ca n't you admit hate me if you want yeah , just tell me one more time that i 'm out of control and you hate the things i do 'cause i 'm out of control and you hate the things i do oohoohooh you hate the things i do"
240,What're We Doing Here,ALEXSUCKS,Warm Beers,https://i.scdn.co/image/ab67616d0000485117d6a20b88c32b18b8dada85,136,12B,"if you 're looking who to blame , it 's always my fault make some sense of it all they told you i 'm insane , why would you think that they 're wrong but who cares what they say i 'll tell you now that you should run 'cause it 's better off not to know just break it off and run along i do n't wan na find out how this goes we do n't know , oh what we 're doing here it goes on and on you could think about it all i 'm messing up , ca n't figure how to exist do n't you wait for me , girl , it 's too late for me now just give up on it all , i 'm a lost cause again we do n't know what we 're doing here it goes on and on i wake up in the morning , do n't know what i 've done but i know i 'll regret i 'll tell you that i 'm sorry , but that does n't mean shit 'cause it 's always the same do n't wake me up , i 've had enough i do n't wan na hear about what i 've done just let me know when i should go 'cause this is mess that you ca n't clean up we do n't know what we 're doing here it goes on and on you could think about it all i 'm messing up , ca n't figure how to exist do n't you wait for me , girl , it 's too late for me now just give up on it all , i 'm a lost cause again we do n't know what we 're doing here it goes on and on we do n't know do n't you wait for me , girl , it 's too late for me now just give up on it all , i 'm a lost cause again"
241,Warm Beers,ALEXSUCKS,Warm Beers,https://i.scdn.co/image/ab67616d0000485117d6a20b88c32b18b8dada85,140,9B,"i used to hang out in a parking lot and steal shit from the liquor store and they were at soccer practice and i was getting drunk at the skate park and why did n't anybody tell me that i should n't be like this no i used to skip school and drink warm beers from the back seat of my friend 's older brother 's car yeah i did n't know life was gon na be a war but how long can i ignore i need to figure it out , i need to figure it out i used to skip school and drink warm beers from the back seat of my friend 's older brother 's car yeah sometimes , it feels like i do n't know anything because i probably do n't i wish i did n't have add 'cause i ca n't even concentrate on the tv with my favorite show on but why does everything got ta be so hard i try to figure it out i used to skip school and drink warm beers from the back seat of my friend 's older brother 's car yeah i did n't know life was gon na be a war but how long can i ignore i need to figure it out , i need to figure it out i used to skip school and drink warm beers from the back seat of my friend 's older brother 's car yeah oh , yeah , oh i used to skip school and drink warm beers yeah , yeah from the back seat of my friend 's older brother 's car i 'm sitting in a car doing bad things"
242,If I Could,ALEXSUCKS,Warm Beers,https://i.scdn.co/image/ab67616d0000485117d6a20b88c32b18b8dada85,82,10A,you say youre always here but i do n't even notice usually alone sitting still dont understand the way you are ca n't ever see it another way you ca n't belong if you are lost but the things i know i wish i understood and things i dont get if i could see through your eyes then maybe id understand if i could read your mind maybe i 'd understand then maybe id understand if i could see through your eyes then maybe i 'd understand maybe id understand then maybe i 'd understand say youll listen but you do n't not making it easy for me but i know my mind 's split in two pieces hate the things you are love the things you arent i know this is hard to hear my visions blurry and it wont clear said the things i know i wish i understood and things i do n't get if i could see through your eyes then maybe id understand if i could read your mind maybe i 'd understand then maybe id understand if i could see through your eyes then maybe i 'd understand if i could see through your eyes then maybe id understand if i could read your mind maybe i 'd understand then maybe i 'd understand if i could see through your eyes then maybe id understand then maybe id understand then maybe i 'd understand
243,Whatever I Want,ALEXSUCKS,Warm Beers,https://i.scdn.co/image/ab67616d0000485117d6a20b88c32b18b8dada85,93,9A,ooh ooh just a little piece of shit some really bad kids hard to ever know where your head 's at you do n't know what you 're doing and i do n't know what i 'm doing i 'm walking down the street at 4 a.m. the bottle 's all gone and you 're barely standing you do n't know what you 're doing and i do n't know what i 'm doing and you do n't care to notice life 's been looking hopeless and you do n't really wan na get help or figure it out so just say it again just say it again you do whatever you want i do whatever i want we do whatever we want we do whatever we want yeah same shit every day you 're high but you 're low you 're looking for a fix just a dumb moron is the way i am do it all again and now you 're stumbling home and bleeding out your nose you ca n't remember shit there 's always problems where you go i do n't know what i 'm doing and we do n't know what we 're doing and you do n't care to notice life 's been looking hopeless and you do n't really wan na get help or figure it out so just say it again just say it again you do whatever you want i do whatever i want we do whatever we want we do whatever we want yeah you do whatever you want i do whatever i want we do whatever we want whatever we want yeah yeah we do whatever we want yeah
244,Talk To You,ALEXSUCKS,Talk To You,https://i.scdn.co/image/ab67616d0000485133a3e1c56f5bebf53b09592d,102,12B,days filled with shit cause im bored got nothing to do i go out every night looking for you but who are you saw you outside smoking cigs all alone walked up to you said lets go home lets get out of here cause i want to talk to you cause i want to talk to you why cant i just like nice girls and i just talk to the ones who got issues but its ok cause i do too im drunk trying to cope with hating myself and the world days alone and days with shity girls in this world im all alone and i just keep waiting for someone to love me i spending days in the dark ca n't get out my room in this world im all alone and i just keep waiting for someone to love me i spending days in the dark and i cant leave my room in this world im fkn lonely i just keep waiting for someon to love me cause i want to talk to you cause i want to talk to you
245,The View From The Afternoon,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",https://i.scdn.co/image/ab67616d000048516b3fa88bdd4af566fbbf2bbf,146,8A,"anticipation has the habit to set you up for disappointment in evening entertainment but tonight there 'll be some love tonight there 'll be a rawkus , regardless of what 's gone before i want to see all of the things that we 've already seen the lairy girls hung out the window of the limousine of course it 's fancy dress and they 're all looking quite full on in bunny ears and devil horns and how anticipation has the habit to set you up for disappointment in evening entertainment but tonight there 'll be some love tonight there 'll be a rawkus , regardless of what 's gone before i want to see all of the things that we 've already seen i wan na see you take the jackpot out the fruit machine and put it all back in you 've got to understand that you can never beat the bandit , no and she wo n't be surprised and she wo n't be shocked when she 's pressed the star after she 's pressed unlock and there 's verse and chapter sat in her inbox and all that it says is that you 've drank a lot and you should bear that in mind tonight bear that in mind you should bear that in mind tonight bear that in mind and you can pour your heart out but her reasoning will block owt you send her after nine o'clock anticipation has the habit to set you up for disappointment in evening entertainment but tonight there 'll be some love tonight there 'll be a rawkus , regardless of what 's gone before and she wo n't be surprised and she wo n't be shocked when she 's pressed the star after she 's pressed unlock and there 's verse and chapter sat in her inbox and all that it says is that you 've drank a lot and you should bear that in mind tonight bear that in mind you should bear that in mind tonight bear that and you can pour your heart out around 3 o'clock when the 2for1s undone the writer 's block"
