song_id,title,artist,album,album_image,BPM,Camelot,lyrics
403,Sundowner,Fontaines D.C.,Romance,https://i.scdn.co/image/ab67616d00004851613f62075c85e0b853318026,150,5B,"In my dreams
I can't help it
In my dreams
Seen it coming
In my dreams
I can't help it
In my dreams
Turns to nothing

A sadness in the soul
I dreamed it long ago
But I have not belonged
To any setting sun
A destination low
And I'd hate to see ye go
Now that I can feel it
It's faster if I call ye

In my dreams (I just wanna hear you call)
I can't help it (Waiting for a while)
In my dreams (You know I'm not cynical)
Seen it coming (I give into a smile)
In my dreams (Well, I just wanna feel it)
I can't help it (Waiting for a while)
In my dreams (Wish that I could feel it)
Turns to nothing (Yeah)

So you who will contend
With things until they end
Will sleep another off
And try to start again
Fascination lines
Down all your face and eyes
And say you'll never feel it
It's faster if I call ye

In my dreams (I just wanna hear you call)
I can't help it (Been waiting for a while)
In my dreams (You know I'm not cynical)
Seen it coming (I give into a smile)
In my dreams (Well, I just wanna feel it)
I can't help it (Waiting for a while)
In my dreams (I wish that I could feel it)
Turns to nothing

In my dreams
In my dreams
In my dreams
In my dreams"
404,Horseness Is The Whatness,Fontaines D.C.,Romance,https://i.scdn.co/image/ab67616d00004851613f62075c85e0b853318026,118,2B,"Basics
Understanding basics
You'll never let your guard down
And always leave a card out
But always
The word is not so friendly
It brings some fucking baggage
It's a word that's used for lying

And never
Never I would trust
It sticks around for some
While always stays for none

Will someone
Find out what the word is
That makes the world go 'round
'Cause I thought it was love
But some say
That it has to be choice
I read it in some book
Or an old packet of smokes

Basics
I guess I get the gist
There's not that much to miss
You choose or you exist"
405,Death Kink,Fontaines D.C.,Romance,https://i.scdn.co/image/ab67616d00004851613f62075c85e0b853318026,99,8B,"When you came into my life, I was lost
And you took that shine to me
At what cost?
You recognised the smell
Human pain
Said, ""I'd learn to love the chain""
It was

Shit, shit, shit
Battered
I caved in
My promise
Was shattered
Amazing stats from the dreaming
I made
A promise and I killed it
Shit, shit, shit, shit
Battered
I live meretricious
You shattered
Amazing stars from the drink
I made
A promise

When you said I taste like sleep
I was dead
When will you step in the room out of your head?
You said that I was bad
That was fine
When you said I could be good, I wouldn't have it
There's a certain kind of air
In the smoke
Must be some amount of truth
In the joke
For it to make them laugh
Ha-ha-ha
And teary faces know the craft

Shit, shit, shit
Battered
I caved in, my promise
Was clattered
Amazing stars from the drink
I made a promise
And I killed it
Shit, shit, shit, shit
Battered
A whole life meretricious
You shattered
Amazing stars from my dreamin'
I made a promise
And I killed it

Shit, shit, shit
Battered
I caved in, my promise
Was clattered
Amazing stars from the drink
I made a promise"
406,Favourite,Fontaines D.C.,Romance,https://i.scdn.co/image/ab67616d00004851613f62075c85e0b853318026,76,12A,"Did you know
I can claim the dreamer from the dream
Make you feel
Everything you've never even seen

Yeah, it's been
A long, a long, a long, a long, a long, long

You've been my
Favourite for a long time

Stitch and fall
The faces rearranged
You will see
Beauty give the way to something strange

Yeah, it's been
A long, a long, a long, a long, a long, long

You've been my
Favourite for a long time

Well, look who's just the newest clown
Thirty-five hours coming down
How the sun shines on new pavement
And you don't even feel it

It's a cry far from bed radios
And days spent playing football indoors
When they painted town with Thatcher
They never even wanted to know ya
Feel alone?

I can slip the sunshine to the day
Yeah
Stick your heart to everything you say
Yeah
To be gone, be gone, be gone, be gone, be gone

You've been my favourite for a long time
You've been my favourite for a long time

Favourite for a long time
Favourite for a long time
Favourite for a long time

All the pieces last forever
All the pieces last forever
All the pieces
Dara-dara-dara-dara-dara
All the pieces
Dara-da, dara-da

Did you know
Cities on return are often strange
Yeah, and now
Every time you blink, you feel it change

And it's been
A long, a long, a long, a long, long, long

You've been my
Favourite for a while

Ahh, it makes sense when you understand
The misery made me another marked man
And I'm always looking over my shoulder
And each new day, I get another year older

Shoulder bound to the frame of a door
Chewed into shape like a stone on the shore
But if there was lightning in me
You'd know who it was for

Did you know
I can claim the dreamer from the dream
Make you feel
Everything you've never even seen

Yeah, it's been
A long, a long, a long, a long, a long, long

You've been my
Favourite for a long time
You've been my
Favourite for a long time
You've been my
Favourite for a long time
You've been my
Favourite for a long time"
407,Seaside,The Kooks,Inside In / Inside Out,https://i.scdn.co/image/ab67616d0000485163a28c5ecb7b13e9b329fe47,129,3A,"Do you want to go to the seaside?
I'm not trying to say that everybody wants to go
I fell in love at the seaside
I handled my charm with time and sleight of hand
Do you want to go to the seaside?
I'm not trying to say that everybody wants to go
I fell in love at the seaside
She handled her charm with time and sleight of hand, and oh

But I'm just trying to love you any kind of way
But I find it hard to love you, girl, when you're far away
Away

Do you want to go to the seaside?
I'm not trying to say that everybody wants to go
But I found love on the seaside
On the seaside, in the seaside"
408,See The World,The Kooks,Inside In / Inside Out,https://i.scdn.co/image/ab67616d0000485163a28c5ecb7b13e9b329fe47,161,9B,"Do you want to see the world?
Do you want to see the world?
Do you want to see the world in a different way? Yeah
Do you want to see the world?
Do you want to see the world?
Do you want to see the world in a different way?

I remember how we used to sing
Writing poems in your bed sit
Finding time to be the passenger
But there you were, you never saw me leave

But there you go, you're sailing away
And you know you never come away
Yeah, but you should, you never lie to me
Yeah, but I will, you never come away
Yeah, but you should

What do you really want to see?
What do you really want to see?
What do you really want see on your television screen?

I remember how we used to be
Without the world upon our TV
Well, let it lie or you can take it back
Or wrap your life around evil's track

But there you go, you're sailing away
But there you go
And you know you never come away
Yeah, but you should, you never lie to me
Yeah, but I will, you never come away
Yeah, but you should

Well, do you want to see the world? (What, what?)
Do you want to see the world? (What, what?)
Well, do you want to see the? (What, what, what?)
Well do you want to see the world? (What, what, what?)
Well, do you want to see the world? (What, what, what?)
I know I do
Yeah, do you want to see the world? (What, what, what?)
I know I do
Well, do you really want to? (What, what?) I know I do
Well, do you really want to? (What, what?) I know I do
Well, do you really want to see?
I know I do, I know I do, I know I do"
409,Sofa Song,The Kooks,Inside In / Inside Out,https://i.scdn.co/image/ab67616d0000485163a28c5ecb7b13e9b329fe47,80,12A,"Well, city freeze for I just realised I don't like you
Me and my girl are going out for some air
And I will do my best just to get under her dress
And catch you out if I can on the other side of my sofa

Won't you come on over the other side of my sofa?
Oh, won't you come on over?

The city heated up
It got blurry cause I'd had enough
And he tried to take your soul
But didn't realise you keep it in a different hole

Won't you come on over the other side of my sofa?
Oh, won't you come on over?

So here he comes, a man with a loaded gun
I don't know if he wants my soul or my cash flow
I suppose I don't know
So here he comes, a man with a loaded gun
I don't know if he wants my girl's heart or her pearls, oh
I suppose I don't know

I suppose I don't know
I suppose I don't know
I suppose I don't know
I suppose I don't know
I suppose I don't know"
410,Eddie's Gun,The Kooks,Inside In / Inside Out,https://i.scdn.co/image/ab67616d0000485163a28c5ecb7b13e9b329fe47,168,11B,"Did you see the way she looked at me?
Honey bee's got two lives and she's got me

I tried to love her back
And then I shrunk back into my wrap
And in the barrel of my gun
I hope I'm not the only one

Yes, I see the way she looked at me
Oh, she's got an eye for an awkward guy like me

I tried to love her back (she's just a girl)
And then I shrunk back into my wrap (she's just a girl)
And in the barrel of my gun
I hope I'm not the only one
And in the barrel of my gun
I hope I'm not the only one
Yeah

Do-do-do-do, do-do-do, do-do

I tried to love her back (she's just a girl)
And then I shrunk back into my wrap (she's just a girl)
And in the barrel of my gun
I hope I'm not the only one
And in the barrel of my gun
I hope I'm not the only one
Yeah

Do, do, do, do, do

I tried to love her back
And then I shrunk back in my wrap
And then I tried to love
I tried to love her back"
411,Ooh La,The Kooks,Inside In / Inside Out,https://i.scdn.co/image/ab67616d0000485163a28c5ecb7b13e9b329fe47,151,3A,"In their eyes is a place that you finally discovered
That you love it here, you've got to stay
On the bottom of the rock, an island
On which you find you love it when you twitch
You feel that itch in you pettycoat
Your pretty pretty pettycoat

Then you smiled, he got wild
You didn't understand that there's money to be made
Beauty is a card that must get played
By organisation

And ooh la, she was such a good girl to me
And ooh la, the world just chewed her up and spat her out
And ooh la, she was such a good girl to me
And ooh la, the world just chewed her up and spat her out

The world can be a very big place
So be yourself don't get out of place
Love your man and love him twice
Go to Hollywood and pay the price
Oh go to Hollywood

And don't be a star, it's such a drag
Take care of yourself, don't begin to lag
It's a hard life to live, so live it well
I'll be your friend and not in pretend
I know you girl
In all situations

And ooh la, she was such a good girl to me
And ooh la, the world just chewed her up and spat her out
And ooh la, she was such a good girl to me
And ooh la, the world just chewed her up and spat her out

Pretty pretty pretty pretty pretty pretty pretty pretty pretty
Pretty pretty pettycoat
Pretty pretty pretty pretty pretty pretty pretty pretty pretty
Pretty pretty pretty pretty pretty pretty pretty pettycoat
In all situations

And ooh la, she was such a good girl to me
And ooh la, the world just chewed her up and spat her out
And ooh la, she was such a good girl to me
And ooh la, the world just chewed her up and spat her out"
412,You Don't Love Me,The Kooks,Inside In / Inside Out,https://i.scdn.co/image/ab67616d0000485163a28c5ecb7b13e9b329fe47,167,10A,"But you don't love me the way that, I love you
'Cause if you did girl you would not, do those things you do
You killed my heart just to see if, I will rise
Above your anger and above your lies

And all I see of you, is when you're not so busy
Oh your not so busy

And you don't love me the way that, I love you
'Cause if you did girl you would not, do the things you do
You turned my life around, before that I am glad
However much I love you this love is getting bad

And oh my darling look at you
The words that only you could use
But you know you'll always be my girl, girl
I'll take you out just for a bite
Show you all the city sites
But you know you'll always be my girl, girl

But you don't love me the way that, I love you
'Cause if you did girl you would not, do those things you do
You killed my heart just to see if, I will rise
Above your anger and above your lies

And all I see of you, is when you're not so busy
Oh your not so busy

But you don't love me you don't care, woman
And you don't love me you don't care, woman
'Cause you don't love me you don't care, woman
If you don't love me you don't care, woman
Oh woman"
413,She Moves In Her Own Way,The Kooks,Inside In / Inside Out,https://i.scdn.co/image/ab67616d0000485163a28c5ecb7b13e9b329fe47,153,9B,"So at my show on Monday, I was hoping someday
You'd be on your way to better things
It's not about your make-up or how you try to shape up
To these tiresome paper dreams
Paper dreams, honey
So now you pour your heart out, you're telling me you're far out
But not about to lie down for your cause
But you don't pull my strings
'Cause I'm a better man moving on to better things

Well, uh-oh, oh, I love her because she moves in her own way
Well, uh-oh, oh, she came to my show just to hear about my day

And at the show on Tuesday, she was in her mind, see
Tempered furs and spangled boots
Looks are deceiving, make me believe it
And these tiresome paper dreams
Paper dreams, honey, yeah
So won't you go far, tell them you're a keeper
Not about to lie down for your cause
And you don't pull my strings
'Cause I'm a better man moving on to better things

Well, uh-oh, oh, I love her because she moves in her own way
Well, uh-oh, oh, she came to my show just to hear about my day

Yes, I wish that we never made it there through all the summers
And kept them up instead of kicking us back down to the suburbs
Yes, I wish that we never made it there through all the summers
And kept them up instead of kicking us back down to the suburbs

But uh-oh, I love her because she moves in her own way
But uh-oh, she came to my show just to hear about my day
But uh-oh, oh, I love her because she moves in her own way
But uh-oh, oh, she came to my show just to hear about my day"
414,Matchbox,The Kooks,Inside In / Inside Out,https://i.scdn.co/image/ab67616d0000485163a28c5ecb7b13e9b329fe47,87,1A,"Viciously, she sleeps and walks along her lonely beat
She trips, falls into it all and I wish I'd bite my lip
And crawl up away from you, my little one
Oh, from you, my little one

Don't come too close, you don't wanna see my ghost
You're rotten but I'm betrayed by you, my sweetheart
And don't you think that you went too far?
Do you want to see my heart bleed?
For you, you and him, him and you, you know my heart bleeds

All of us, we're going out tonight
We're gonna walk all over your cars
The Kooks are out in the street
Oh, we're gonna steal your skies
All of us, we're going out tonight
We're gonna walk all over your cars
The Kooks are out in the street
Oh, they're gonna steal your

I'm sorry that I let you go
I let you down, I let you down, my dear
I always seem to play these games with you, my dear
I always, s-s-s-so
I always, so

All of us, we're going out tonight
We're gonna walk all over your cars
The Kooks are out in the street
Oh, we're gonna steal your skies
All of us, we're going out tonight
We're gonna walk all over your cars
The Kooks are out in the street
Oh, they're gonna steal your skies

Oh, oh, my Juliet, oh, oh-oh, oh-oh
I'll never betray you, my love
Oh, oh, my Juliet
I'll never betray you, my love

All of us, we're going out tonight
We're gonna walk all over your cars
The Kooks are out in the street
Oh, we're gonna steal your skies
All of us, we're going out tonight
We're gonna walk all over your cars
The Kooks are out in the street
Oh, we're gonna steal your skies

And don't come too close, you don't wanna see my ghost
You're rotten but I'm betrayed by you, my sweetheart"
415,Naive,The Kooks,Inside In / Inside Out,https://i.scdn.co/image/ab67616d0000485163a28c5ecb7b13e9b329fe47,101,1A,"I'm not saying it was your fault
Although you could have done more
Oh, you're so naïve yet so
How could this be done
By such a smiling sweetheart?
Oh, and your sweet and pretty face
Is such an ugly word for something so beautiful
That every time I look inside

I know she knows that I'm not fond of asking
And true or false, it may be, well, she's still out to get me
And I know she knows that I'm not fond of asking
True or false, it may be, she's still out to get me

I may say it was your fault
Because I know you could have done more
Oh, you're so naïve, yet so
How could this be done
By such a smiling sweetheart?
Oh, and your sweet and pretty face
Is such an ugly word for something so beautiful
That every time I look inside

I know she knows that I'm not fond of asking
And true or false, it may be, well, she's still out to get me
And I know she knows that I'm not fond of asking
True or false, it may be, she's still out to get me

So how could this be done
By such a smiling sweetheart?
Oh, you're so naïve, yet so
Is such an ugly thing for someone so beautiful
That every time you're on his side

I know she knows that I'm not fond of asking
True or false, it may be, well, she's still out to get me
And I know she knows that I'm not fond of asking
True or false, it may be, she's still out to get me

Just don't let me down, just don't let me down
Hold on to your kite
Just don't let me down, just don't let me down
Hold on to your kite, hey, girl, hold on
Just don't let me down, just don't let me down
Hold on to this kite, let it go
Just don't let me down, just don't let me down"
416,I Want You,The Kooks,Inside In / Inside Out,https://i.scdn.co/image/ab67616d0000485163a28c5ecb7b13e9b329fe47,168,7B,"Take me back to the place where I
Loved that girl for all time
Why must life just take away
Every good thing one at a time
I want it back
Well yes I want it back
Yes I want you back
Please give it me back
'Cause I want your love
How can I not even cry?
For such a big thing in my life
The pain it takes a part of me
Turn around and say good bye
I want it back
Well yes I want it back
Yes I want you back
Please give it me back
'Cause I want you
How do you do it females?
It's always you do it angels
You always keep me on the run
So how do you do it angels?
Always you do it females
You always keep me on the run
I want it back
Well yes I want it back
Yes I want you back
Please give it me back
'Cause I want your love
But I can't let myself love you
"
417,If Only,The Kooks,Inside In / Inside Out,https://i.scdn.co/image/ab67616d0000485163a28c5ecb7b13e9b329fe47,201,10B,"So hold your head, and hold your tongue
But only say what you have to
And as a child yes I dreamed
Of holding her in the silver screen
She loved her man and loved him twice
I wish I'd been that passenger
Having fun, fly my kite
The devil inside won't control my life
Too much love, so little hate
The devil inside won't control my fate

Oh, if only, if only
Oh, he wasn't so lonely
He'd have someone to play with
Instead of bombing our neighbours
Yeah, yeah...

So here I go to see the world
With my eyes and with my soul
And too much love, so little hate
The devil inside won't control my fate

Oh, if only, if only
Oh, he wasn't so lonely
He'd have someone to play with
Instead of bombing our neighbours
Yeah, yeah...
Yeah!

So hold your head and run my time
The what of life no man can rhyme
So here we are and here we bleed
To be a victim there's no need
Having fun, I never fight
The devil inside controls my life
Too much love so little hate
The devil inside controls my fate

Oh, if only, if only
Oh, he wasn't so lonely
He'd have someone to play with
Instead of bombing our neighbours"
418,Jackie Big Tits,The Kooks,Inside In / Inside Out,https://i.scdn.co/image/ab67616d0000485163a28c5ecb7b13e9b329fe47,137,2B,"I'd like to say, that I was on your mind
So I phone you at ten past three, in the afternoon
It's evening for you, and another bare hotel room
So hard to believe, that you're dreaming of me too
But it's true

You only go around, round, round
You only go around, round, round
You only go around, round, round
You only go around, round, round

And Amsterdam, I never knew you so well
The stadium rings with laughter, at every turn
At flying piano's of all things, to set your scene
I'm such a nice man to you, but so obscene
And it's true girl

You only go around, round, round
You only go around, round, round
You only go around, round, round
You only go around, round, round

Jackie big tits, is hiding in the corner
Respect is the word she shouts, as I implore her
Speaks her mind not me, for I was only speaking freely
Interupt me once more, I'll take you to the cleaners

You can't push me around, round, round
You can't push me around, round, round
You only go around, round, round
You only go around, round, round

Jackie big tits"
419,Time Awaits,The Kooks,Inside In / Inside Out,https://i.scdn.co/image/ab67616d0000485163a28c5ecb7b13e9b329fe47,171,10A,"Time waits for no man but you
Time waits for no man but you
Hold on don't leave this town
Hold on don't leave this town

There we are
With that in our hands
They tear you down
Cause they don't understand
You tried it once again
To love me better
She tore those panties down
Love me wetter

Woo oh oh oh
Life comes in twos and threes and fours
Woo oh oh oh
And I hear you knocking at my door

So hold them down
With blood on your hands
It's past the point
Where you don't understand
The worst you do is lie
Run for shelter
So cast aside these chains
Love me better

Woo oh oh oh
Life comes in twos and threes and fours
Woo oh oh oh
And I hear you knocking at my door
Woo oh oh oh
Life comes in twos and threes and fours
Woo oh oh oh
And I hear you knocking at my door

I hear you knocking at my door darling twenty times or more
I hear you knocking at my door darling twenty times or more
I hear you knocking at my door darling twenty times or more
I hear you knocking at my door darling twenty times or more"
420,Got No Love,The Kooks,Inside In / Inside Out,https://i.scdn.co/image/ab67616d0000485163a28c5ecb7b13e9b329fe47,131,9B,"You, you aint got no love today
You, you aint got no love today
Don't let them bring me down

You, you aint got no love today
You, you aint got no love today
Don't let them bring you down
Hold on, don't let them bring you down
Hold on, don't let them bring you down

Don't let them bring you down
Don't let them bring you down

Got no love
Got no love"
421,See The Sun,The Kooks,Konk (Deluxe),https://i.scdn.co/image/ab67616d00004851a351e38dbc7dcdf48b48b4a8,165,2B,"Oh you can have it all and wrap it in the world
You can have everything
You can have love and lots of other things
To make you think
But when it all comes down to you girl
Yeah no matter what you do
Take a look at yourself and realize
I've been good to you
I've been good to you

Oh no! I didn't mean to say what I did say
All about lovers and how they should lay
That was never for me to say and say
Don't you see now how I pay

I see the sun rising
And all you see is its fall, fall, fall

So come on up
Wasn't it you who said life was like a plastic cup
To be used and then disposed of
Yeah but thats no way to live a life like yours
Don't you see now how i pay

I see the sun rising
And all you see is its fall, fall, fall

For all the times i never never turned away
And now she is there on someone else's arms [x4]"
422,Always Where I Need To Be,The Kooks,Konk (Deluxe),https://i.scdn.co/image/ab67616d00004851a351e38dbc7dcdf48b48b4a8,168,1B,"She don't know who she is,
I can take her anywhere,
Do whatever comes naturally to you,
You know she just don't care

'cause I'm always where I need to be
Yeah, and I always thought I would end up
With you, eventually
Do dodo do do do do...

Now I see her again,
I ask to be her hummingbird,
Whisper words in her ear,
Oh now you know I just don't care,

'cause I'm always where I,
Where I need to be
I-i-i always, always thought...
I would end up with you eventually!

I'm a man, I'm a man on the scene,
I'm a man, and I can be so obscene
Because I always think that I know how to be,
But I always thought that I would end up with you, eventually,
I'm a man, I'm a man on the scene,
I'm a man, and I can be so obscene."
423,Mr. Maker,The Kooks,Konk (Deluxe),https://i.scdn.co/image/ab67616d00004851a351e38dbc7dcdf48b48b4a8,156,10A,"Mr. Maker he's got it made
A beautiful wife and a baby on the way
And his bills are already paid
No need to skimp, no need to save
But all around him, the world grows hard
He thinks to himself, he must have played a lucky card
If he was alone he'd give it all away
To people and things, that he wanted to save

But oh no, it's alright
Mr. Maker, he'll be fine
It's alright, it's OK
Because of the love he gave away
Oh yeah
Oh yeah...

Doesn't stop to think it's because of he
Always doing right, he stays healthy
The girls in the alley won't get a hold of him
He's got no time for that kind of sin
And he, he's not a member of the Catholic Church
The pastor of his town got sent down for dirt
He sees the boys from Sunday school
It's hard to believe what he read in the morning news

But oh no, it's alright
Mr. Maker, he'll be fine
It's all right, it's OK
Because of the love he gave away
Oh yeah
Oh yeah...

Heart beat, stay heavy
Love us all please, stay on your feet
For me, for me
Stay on your feet
For me, for me
Stay on your feet for me

But oh no, it's alright
Mr. Maker, he'll be fine
It's alright, it's OK
Because of the love he gave away
Oh yeah
Oh yeeeeah..."
424,Do You Wanna,The Kooks,Konk (Deluxe),https://i.scdn.co/image/ab67616d00004851a351e38dbc7dcdf48b48b4a8,138,8A,"An i was hopin
That you had an atlas in your head
So fed up of
The same old man
Theres broken bedrooms and there are broken hands
You were so fed up of the same old broken man

An do you wanna
Do you wanna
Do you wanna make love to me
I know you wanna
I know you wanna
I know you wanna make love to me

Oh i came to tell you
That your my favourite girl
An would u like it if i put u into my world
Theres broken hearts in basements
An broken love on the streets
You were so fed up of it all always involving me

But do you wanna
Do you wanna
Do you wanna make love to me
I know you wanna
I know you wanna
I know you wanna make love to me

Do you want
Do you want to
Do you wanna make love to me
I know you want to babe
I know you want to
I know you want to make love to me
Do you wanna
Do you wanna
Do you wanna make love to me
I know you wanna babe
I know you wanna
I know you wanna make love to me

[Repeat till end]"
425,Gap,The Kooks,Konk (Deluxe),https://i.scdn.co/image/ab67616d00004851a351e38dbc7dcdf48b48b4a8,149,5B,"So put a spanner in the works,
Of your mind,
It's easier to work,
But I don't mind,
You're bitter in defeat so,
Just don't try
To take away all the things
I'll do in my life.

I have to break down all
the corners of the world.
Don't heap this praise on me,
I know I don't deserve it.
But what's all this I see?
Yeah you're leaving right beside me,
And I miss you, and I need you.
I do.

But don't go, take my love,
I won't let you, I'm saying please don't go.
Don't go, take my love,
I won't let you, I'm saying please don't go.

Well leave your lover now,
it's your turn.
And see your mother now,
I hope she's okay.
You're bitter in defeat so,
let's not try
To take away all the things we'll do in our lives.

I have to break down all the corners of the world.
Don't heap this praise on me,
I know I don't deserve it.
But what's all this I see?
Yeah you're leaving right beside me,
And I miss you, and I need you.
I do.

But don't go, take my love,
I won't let you, I'm saying please don't go.
Don't go, take my love,
I won't let you, I'm saying please don't go.

All of my life,
trying to understand.
All of my life,
trying to hold a hand.

I have to break down all
the corners of this world.
Don't heap this praise on me,
I know I don't deserve it.
But what's all this I see?
Yeah you're leaving right beside me,
And I miss you, and I love you.
That's true."
426,Love It All,The Kooks,Konk (Deluxe),https://i.scdn.co/image/ab67616d00004851a351e38dbc7dcdf48b48b4a8,149,10B,"See I've got this woman here
She loves me all the time
No need for excuses
No pressures in my mind

And she said love it all, love it all, love it all
And she said love it all, love it all, love it all

My heart was living down
And I've been pushed over the line
But on your hand, it'd be broken
And I'll be all over this time

And she said love it all, love it all, love it all
And she said love it all, love it all, love it all
And she said love it all, love it all, love it all
And she said love it all, love it all, love it all

And she said love it all, love it all, love it all
And she said love it all, love it all, love it all
And she said love it all, love it all, love it all
And she said love it all, love it all, love it all

Love it all, love it all, love it all
And she said love it all, love it all, love it all"
427,Stormy Weather,The Kooks,Konk (Deluxe),https://i.scdn.co/image/ab67616d00004851a351e38dbc7dcdf48b48b4a8,150,12A,"Yes, I like stormy weather
From my window sill
But you ain't, yeah, you ain't so clever
You got it all made up

But it feels like love, love, love
Oh, yes and it feels like touch, touch, touch

I sit around to pass the time
I try to get it off my mind
And I live in a world oh, so small
That I can't get around at all

But it feels like love, love, love
Oh, yes and it feels like touch, touch, touch

What did I say? What did I say?
What did I say? Oh, I didn't mean it
What did I do, oh, to hurt you?
I didn't mean it, oh, woah, I didn't mean it

I'm not saying that it's all made up
There's people there to comb your hair
But I'll seek out another soul
One girl that's so beautiful

But it feels like love, love, love
Oh, yes and it feels like touch, touch, touch

What did I say? What did I say?
What did I say? Oh, I didn't mean it
What did I do, oh, to hurt you?
I didn't mean it, oh, woah, I didn't mean it

And it feels like love, love, love
Yes and it feels like touch, touch, touch
Yes and it feels like love, love, love
Yes and it feels like touch, touch, touch
Oh, yes and it feels like love, love, love
Oh, yes and it feels like touch, touch, touch

Oh, yes and it feels like love, love, love
Oh, yes and it feels like love, love, love"
428,Sway,The Kooks,Konk (Deluxe),https://i.scdn.co/image/ab67616d00004851a351e38dbc7dcdf48b48b4a8,151,7A,"Say whatever you have to say
I'll stand by you
And do whatever you have to do
To get it out and not become a reactionary
To hurt the ones you love
You know you never meant to but you did
Oh yeah you did

Be whoever you have to be
I won't judge you
And sing whatever you have to sing to get it out
And not become a recluse about your house
Come out
I know you never meant to but you did
Oh but you did

Still I need your sway
'Cause you always pay for it
And I, and I need your soul
'Cause you're always soulful
And I and I need your heart
'Cause you're always in the right places

And take whatever you have to take
You know I love you
And come however you have to come
And get it out and get it out

Take it out on me, and take it out on me
I'd give it you all, I'd give it you all, I'd give it
I'd give it you all, I'd give it you all
Yes I would give it you all

'Cause I need your sway
'Cause you always pay for it
And I, and I need your soul
'Cause you're always soulful
And I and I need your heart
'Cause you're always in the right places

Yes you know, I would give it you all

Still I need your sway
'Cause you always pay for it
And I, and I need your soul
'Cause you're always soulful
And I and I need that heart
'Cause you're always in the right places"
429,Shine On,The Kooks,Konk (Deluxe),https://i.scdn.co/image/ab67616d00004851a351e38dbc7dcdf48b48b4a8,129,2B,"Safety pins holding up the things
That make you mine
About your hair, you needn't care,
You look beautiful all the time.

Shine, shine, shine on
Yes
Wont you shine, shine on

Your magazines, at people at the seams
But you still read
I must admit, I don't believe in it
But I see how you get sucked in

Shine, shine, shine on
Yes
Wont you shine, shine on
(Sha la la la)
Shine, shine, shine on
Yes
Wont you shine, shine on

Because your not done

Why do you bite the hand that feeds you
Why do you
Why do you bite the hand that feeds...you!

Shine, shine, shine on
Yes
Wont you shine, shine on
(Sha la la la)
Shine, shine, shine on
Yes
Wont you shine, shine on

Safety pins holding up the things
That make you mine
About your hair, you needn't care
You look beautiful all the time."
430,Down To The Market,The Kooks,Konk (Deluxe),https://i.scdn.co/image/ab67616d00004851a351e38dbc7dcdf48b48b4a8,152,10A,"I'm gonna take you down to the market, lover
Cuz that's where the trouble starts
You gotta get it into your heart
There are people out there to make you feel bad
But don't you listen, baby don't you listen Because I know you feel that way

But I'm getting so tired of people always crossing my wires
Life's just far too short for miscommunication

I'm gonna take her down to the market today
Cuz that’s where the trouble starts
You don't want nobody else
There are people out there to make you feel good
But don't you listen, baby, don't you listen Because you know they want it all

But I'm getting so tired of people always crossing my wires
Life's just far too short for miscommunication.

Oh I'm getting so tired of people always crossing my wires
Life's just far too short for miscommunication.

Communication, communication"
431,One Last Time,The Kooks,Konk (Deluxe),https://i.scdn.co/image/ab67616d00004851a351e38dbc7dcdf48b48b4a8,82,2B,"Can I hold you one last time
To fight the feeling that is growing in my mind
I know I did us both all so wrong
I know I'm not always all that strong

A-b-c-d-e-f and -g
Oh that reminds me of when we were free
Before life began to tear us apart
Remember those classes when we thought we were so smart

Ooooooooh
Ooooooooh

We were lovers in every way
Left school together, went back to my place
Now I can hardly remember her face
Before I met her I was ..sad

Ooooooooh
Ooooooooh

And can I hold you one last time
To fight this feeling that is growing in my mind."
432,Tick Of Time,The Kooks,Konk (Deluxe),https://i.scdn.co/image/ab67616d00004851a351e38dbc7dcdf48b48b4a8,80,9B,"Oh honey please, don't shed no tears
As long as im here.....

Its far too early in the morning to be trying to call you
And far too early in the daytime to be thinking about that

But I, (but I), but I, (but I), but I am

What did i do in a past life, oh to deserve this
Yeah the way I make myself
He's far too innocent to be a part of such a cruel world
And it is, and it is and it is

And so I'll go, yes I'll go, so I'll take that train and ride.
Hoping I can write her a rhyme, that might stop the tick of time
Get off this situation and feel fine,
Get off this situation and feel fine.

What did i do to deserve her love,
I have to ask myself.
When i am such a bad man but only to her (only to her, only, only to her)

Oh and so I'll go, yes I'll go, so I'll take that train and ride.
Oh and so I'll go, yes I'll go, so I'll take that train and ride.
Wishing, hoping I can write her a rhyme, that might stop the tick of time
Get off this situation and feel fine,
Get off this situation and feel fine."
433,All Over Town,The Kooks,Konk (Deluxe),https://i.scdn.co/image/ab67616d00004851a351e38dbc7dcdf48b48b4a8,65,4B,"Dear sir, did I see you fleeting?
I care for your heart but not for it beating
You tried to put a frown on me, fell me down
You're spreading bad things about me, all over town
But I'll show no frown

Because all over town, yes all over town
There are people who would, undermine you if they could
Don't let them in

What do you see when you see me, sir?
The very same thing that makes you bitter
So you'll say all these outrageous things, that's what you do
Yes, but you're no poet man
You just want everyone looking at you
So I'll show no frown

Because all over town, yes all over this town
There are people who would undermine you if they could
Don't let them in

Oh, all over town, yes all over this town
There are people who would undermine me if they could
Won't let them in"
